name,brand,accords,ratingValue,ratingCount,seasons,timeOfDay,gender,priceValue,notesBreakdown
Khalis Musk (Pure Musk),Lattafa Perfumes,"{'musky': 1.0, 'powdery': 0.649999}",3.94,482,"{'winter': 0.569672, 'spring': 0.868852, 'summer': 0.8278690000000001, 'fall': 0.688525}","{'day': 1.0, 'night': 0.446721}","{'female': 103, 'more female': 57, 'unisex': 147, 'more male': 7, 'male': 4}","{'way overpriced': 3, 'overpriced': 6, 'ok': 20, 'good value': 81, 'great value': 184}","{'topnotes': ['Musk'], 'midnotes': [], 'bottomnotes': []}"
Wajood,Lattafa Perfumes,"{'woody': 1.0, 'aromatic': 0.856819, 'marine': 0.769316, 'earthy': 0.6118169999999999, 'patchouli': 0.554544, 'warm spicy': 0.548183, 'soft spicy': 0.525511, 'amber': 0.494885, 'salty': 0.48772799999999994, 'powdery': 0.48037100000000005}",4.00,333,"{'winter': 0.387435, 'spring': 0.989529, 'summer': 0.9424079999999999, 'fall': 0.9162300000000001}","{'day': 1.0, 'night': 0.6910989999999999}","{'female': 8, 'more female': 1, 'unisex': 17, 'more male': 77, 'male': 201}","{'way overpriced': 9, 'overpriced': 6, 'ok': 32, 'good value': 108, 'great value': 127}","{'topnotes': ['Pink Pepper', 'Sea Notes'], 'midnotes': ['Patchouli', 'Vetiver'], 'bottomnotes': ['Sandalwood', 'Amber']}"
Ajwad Pink to Pink,Lattafa Perfumes,"{'fruity': 1.0, 'tropical': 0.897157, 'fresh': 0.74068, 'leather': 0.73681, 'citrus': 0.6972750000000001, 'rose': 0.60853, 'animalic': 0.598855, 'floral': 0.572589, 'musky': 0.49849899999999997}",3.60,241,"{'winter': 0.5604399999999999, 'spring': 0.934066, 'summer': 0.769231, 'fall': 0.9230769999999999}","{'day': 1.0, 'night': 0.7032970000000001}","{'female': 42, 'more female': 29, 'unisex': 69, 'more male': 17, 'male': 6}","{'way overpriced': 4, 'overpriced': 6, 'ok': 14, 'good value': 63, 'great value': 60}","{'topnotes': ['Guava', 'Pink Pepper', 'Pink Grapefruit', 'Litchi'], 'midnotes': ['Peony', 'Rose', 'Magnolia'], 'bottomnotes': ['Moss', 'Ambergris', 'Leather', 'Vanilla', 'Musk']}"
Hayaati Al Maleky,Lattafa Perfumes,"{'amber': 1.0, 'musky': 0.9511620000000001, 'woody': 0.768022, 'fresh spicy': 0.737498, 'powdery': 0.699852, 'citrus': 0.586919, 'soft spicy': 0.584882, 'animalic': 0.567587, 'warm spicy': 0.541134, 'sweet': 0.45058}",4.28,282,"{'winter': 0.7921349999999999, 'spring': 1.0, 'summer': 0.786517, 'fall': 0.921348}","{'day': 1.0, 'night': 0.870787}","{'female': 10, 'more female': 5, 'unisex': 43, 'more male': 102, 'male': 84}","{'way overpriced': 4, 'overpriced': 3, 'ok': 14, 'good value': 58, 'great value': 154}","{'topnotes': ['Bergamot', 'Ginger', 'Pink Pepper', 'Nutmeg'], 'midnotes': ['Woody Notes', 'Incense', 'Cedar', 'Labdanum'], 'bottomnotes': ['Musk', 'Ambergris', 'Amber']}"
Art Of Nature II,Lattafa Perfumes,"{'citrus': 1.0, 'woody': 0.933732, 'amber': 0.9213, 'warm spicy': 0.908875, 'vanilla': 0.8384659999999999, 'musky': 0.794283, 'powdery': 0.728008, 'white floral': 0.686591, 'aromatic': 0.6859000000000001, 'fresh spicy': 0.627217}",4.79,126,"{'winter': 0.9662919999999999, 'spring': 0.41573, 'summer': 0.179775, 'fall': 1.0}","{'day': 0.629213, 'night': 0.910112}","{'female': 5, 'more female': 2, 'unisex': 43, 'more male': 39, 'male': 15}","{'way overpriced': 1, 'overpriced': 2, 'ok': 14, 'good value': 52, 'great value': 28}","{'topnotes': ['Olibanum', 'Apple', 'Bergamot', 'Mandarin'], 'midnotes': ['Rose', 'Cardamom', 'Orange Blossom'], 'bottomnotes': ['Ambroxan', 'Guaiac Wood', 'Musk', 'Vanilla', 'Cedarwood']}"
Mayar Cherry Intense,Lattafa Perfumes,"{'cacao': 1.0, 'sweet': 0.905608, 'fruity': 0.8621219999999999, 'warm spicy': 0.820757, 'vanilla': 0.6606059999999999, 'amber': 0.565154, 'patchouli': 0.5015160000000001, 'powdery': 0.459623}",4.13,148,"{'winter': 1.0, 'spring': 0.56, 'summer': 0.25333300000000003, 'fall': 0.88}","{'day': 0.5333330000000001, 'night': 0.76}","{'female': 52, 'more female': 24, 'unisex': 19, 'more male': 4, 'male': 2}","{'way overpriced': 2, 'overpriced': 1, 'ok': 19, 'good value': 43, 'great value': 28}","{'topnotes': ['Strawberry', 'Bergamot'], 'midnotes': ['Cherry Jam', 'Cacao'], 'bottomnotes': ['Patchouli', 'Vanilla', 'Amber']}"
Al Qiam Silver ,Lattafa Perfumes,"{'citrus': 1.0, 'musky': 0.834704, 'amber': 0.763327, 'warm spicy': 0.705724, 'aromatic': 0.571111, 'woody': 0.54857, 'fresh spicy': 0.485955, 'powdery': 0.48470599999999997}",4.36,396,"{'winter': 0.23076899999999997, 'spring': 0.947368, 'summer': 1.0, 'fall': 0.578947}","{'day': 0.9757089999999999, 'night': 0.534413}","{'female': 7, 'more female': 2, 'unisex': 56, 'more male': 97, 'male': 159}","{'way overpriced': 10, 'overpriced': 2, 'ok': 40, 'good value': 114, 'great value': 144}","{'topnotes': ['Grapefruit', 'Ginger'], 'midnotes': ['Ambroxan', 'Sandalwood'], 'bottomnotes': ['Musk', 'Vetiver']}"
Opulent Red,Lattafa Perfumes,"{'woody': 1.0, 'white floral': 0.954348, 'vanilla': 0.901089, 'powdery': 0.782307, 'amber': 0.77061, 'sweet': 0.7422920000000001, 'warm spicy': 0.742153, 'tuberose': 0.6776139999999999, 'oud': 0.6663460000000001, 'citrus': 0.610689}",3.54,640,"{'winter': 0.996622, 'spring': 0.537162, 'summer': 0.28716200000000003, 'fall': 1.0}","{'day': 0.635135, 'night': 0.9527030000000001}","{'female': 181, 'more female': 114, 'unisex': 129, 'more male': 14, 'male': 9}","{'way overpriced': 7, 'overpriced': 7, 'ok': 36, 'good value': 155, 'great value': 218}","{'topnotes': ['Pear', 'Blood Orange', 'Cardamom', 'Pink Pepper'], 'midnotes': ['Jasmine', 'Brazilian Rosewood', 'Tuberose', 'Cognac', 'Heliotrope'], 'bottomnotes': ['Cashmeran', 'Patchouli', 'Vanilla', 'Agarwood (Oud)', 'Tonka Bean', 'Sandalwood', 'Amber']}"
Ra'ed Luxe,Lattafa Perfumes,"{'aromatic': 1.0, 'fruity': 0.759234, 'woody': 0.7508159999999999, 'sweet': 0.7238129999999999, 'fresh': 0.680961, 'aquatic': 0.632907, 'fresh spicy': 0.5908, 'ozonic': 0.557608, 'green': 0.53878, 'musky': 0.53878}",4.12,432,"{'winter': 0.24738700000000002, 'spring': 0.940767, 'summer': 1.0, 'fall': 0.602787}","{'day': 0.968641, 'night': 0.5400699999999999}","{'female': 12, 'more female': 3, 'unisex': 100, 'more male': 149, 'male': 124}","{'way overpriced': 10, 'overpriced': 5, 'ok': 39, 'good value': 111, 'great value': 207}","{'topnotes': ['Pineapple', 'Watermelon', 'Jasmine', 'Silk Tree blossom', 'Pink Pepper', 'Juniper'], 'midnotes': ['Herbal Notes', 'Lavender', 'Sage', 'Cinnamon'], 'bottomnotes': ['Vetiver', 'Strawberry', 'Ice', 'Musk', 'Vanilla', 'Chestnut', 'Tonka Bean', 'Sandalwood', 'Amber']}"
New Haarlem,Bond No 9,"{'coffee': 1.0, 'warm spicy': 0.882923, 'vanilla': 0.8794150000000001, 'lavender': 0.740558, 'woody': 0.6286229999999999, 'amber': 0.617364, 'aromatic': 0.58473, 'patchouli': 0.535779, 'powdery': 0.500823, 'sweet': 0.496458}",4.20,"2,003","{'winter': 1.0, 'spring': 0.228571, 'summer': 0.109774, 'fall': 0.849624}","{'day': 0.622556, 'night': 0.9172929999999999}","{'female': 12, 'more female': 9, 'unisex': 108, 'more male': 80, 'male': 18}","{'way overpriced': 67, 'overpriced': 59, 'ok': 60, 'good value': 12, 'great value': 4}","{'topnotes': ['Lavender', 'Green Leaves', 'Bergamot'], 'midnotes': ['Cedar', 'Coffee'], 'bottomnotes': ['Vanilla', 'Tonka Bean', 'Amber', 'Patchouli']}"
Asad Bourbon,Lattafa Perfumes,"{'aromatic': 1.0, 'vanilla': 0.96879, 'sweet': 0.785429, 'cacao': 0.779296, 'lavender': 0.757007, 'amber': 0.7347119999999999, 'fresh spicy': 0.7269100000000001, 'soft spicy': 0.6756369999999999, 'green': 0.6656019999999999, 'powdery': 0.594822}",4.42,188,"{'winter': 1.0, 'spring': 0.45801499999999995, 'summer': 0.206107, 'fall': 0.877863}","{'day': 0.557252, 'night': 0.877863}","{'female': 9, 'more female': 2, 'unisex': 13, 'more male': 65, 'male': 69}","{'way overpriced': 16, 'overpriced': 8, 'ok': 20, 'good value': 58, 'great value': 54}","{'topnotes': ['Lavender', 'Mirabelle', 'Pink Pepper'], 'midnotes': ['Davana', 'Cacao', 'Nutmeg'], 'bottomnotes': ['Vetiver', 'Bourbon Vanilla', 'Amber']}"
Amber Oud Rouge,Al Haramain Perfumes,"{'warm spicy': 1.0, 'amber': 0.9297620000000001, 'musky': 0.863153, 'woody': 0.808654, 'animalic': 0.7811020000000001, 'metallic': 0.7117659999999999, 'powdery': 0.6833069999999999, 'white floral': 0.675432, 'leather': 0.629413, 'tobacco': 0.54706}",4.31,725,"{'winter': 1.0, 'spring': 0.7950820000000001, 'summer': 0.423497, 'fall': 0.991803}","{'day': 0.846995, 'night': 0.953552}","{'female': 67, 'more female': 88, 'unisex': 366, 'more male': 37, 'male': 17}","{'way overpriced': 28, 'overpriced': 26, 'ok': 137, 'good value': 244, 'great value': 114}","{'topnotes': ['Saffron'], 'midnotes': ['Jasmine'], 'bottomnotes': ['Musk', 'White Cedar Extract', 'Ambergris']}"
Khaltaat Al Arabia Royal Blends,Lattafa Perfumes,"{'fruity': 1.0, 'warm spicy': 0.8194750000000001, 'amber': 0.642632, 'sweet': 0.578896, 'fresh spicy': 0.560657, 'woody': 0.554212, 'musky': 0.546844, 'powdery': 0.49729}",4.00,631,"{'winter': 0.820433, 'spring': 0.8111459999999999, 'summer': 0.5448919999999999, 'fall': 1.0}","{'day': 0.863777, 'night': 0.801858}","{'female': 62, 'more female': 101, 'unisex': 260, 'more male': 48, 'male': 22}","{'way overpriced': 7, 'overpriced': 6, 'ok': 38, 'good value': 137, 'great value': 277}","{'topnotes': ['Fruits', 'Apple'], 'midnotes': ['Clove', 'Nutmeg', 'Spices'], 'bottomnotes': ['Musk', 'Woodsy Notes', 'Amber']}"
La Collection d'antiquités 1505,Lattafa Perfumes,"{'woody': 1.0, 'cherry': 0.969891, 'amber': 0.872042, 'warm spicy': 0.611612, 'fresh spicy': 0.488172, 'balsamic': 0.461827, 'earthy': 0.442258}",4.38,208,"{'winter': 0.958333, 'spring': 0.558333, 'summer': 0.233333, 'fall': 1.0}","{'day': 0.458333, 'night': 0.833333}","{'female': 13, 'more female': 16, 'unisex': 97, 'more male': 25, 'male': 7}","{'way overpriced': 6, 'overpriced': 0, 'ok': 27, 'good value': 56, 'great value': 47}","{'topnotes': ['Saffron', 'Black Cherry'], 'midnotes': ['Frankincense', 'Amyris', 'Osmanthus'], 'bottomnotes': ['Styrax', 'Guaiac Wood', 'Balsamic Notes', 'Cypriol Oil or Nagarmotha']}"
Sheikh Shuyukh Final Edition,Lattafa Perfumes,"{'aromatic': 1.0, 'citrus': 0.9080159999999999, 'fresh spicy': 0.721231, 'herbal': 0.671524, 'lavender': 0.576723, 'woody': 0.531115, 'musky': 0.518304, 'powdery': 0.5060020000000001, 'soft spicy': 0.470131, 'amber': 0.463983}",4.10,435,"{'winter': 0.36241599999999996, 'spring': 0.996644, 'summer': 1.0, 'fall': 0.832215}","{'day': 0.9530200000000001, 'night': 0.543624}","{'female': 6, 'more female': 2, 'unisex': 25, 'more male': 116, 'male': 236}","{'way overpriced': 9, 'overpriced': 2, 'ok': 27, 'good value': 96, 'great value': 251}","{'topnotes': ['Sage', 'Lavender', 'Lemon', 'Lemongrass'], 'midnotes': ['Rose', 'Rosemary', 'Leather', 'Mimosa', 'Cardamom'], 'bottomnotes': ['Cedar', 'Musk', 'Vanilla', 'Oakmoss', 'Amber']}"
Amber Oud Bleu Edition,Al Haramain Perfumes,"{'woody': 1.0, 'citrus': 0.8584470000000001, 'warm spicy': 0.783793, 'aromatic': 0.765856, 'fresh spicy': 0.643214, 'amber': 0.600554, 'green': 0.528811, 'patchouli': 0.48420799999999997, 'earthy': 0.478395, 'powdery': 0.457063}",4.02,218,"{'winter': 0.470149, 'spring': 0.9850749999999999, 'summer': 0.9104479999999999, 'fall': 0.843284}","{'day': 1.0, 'night': 0.589552}","{'female': 12, 'more female': 1, 'unisex': 8, 'more male': 52, 'male': 111}","{'way overpriced': 20, 'overpriced': 24, 'ok': 45, 'good value': 69, 'great value': 24}","{'topnotes': ['Lemon', 'Grapefruit', 'Pink Pepper', 'Mint'], 'midnotes': ['Jasmine', 'Ginger', 'Vetiver'], 'bottomnotes': ['Olibanum', 'Cedar', 'Sandalwood', 'Patchouli']}"
The Scent of Peace for Him,Bond No 9,"{'aromatic': 1.0, 'woody': 0.929199, 'fruity': 0.7435809999999999, 'fresh spicy': 0.6479779999999999, 'sweet': 0.577231, 'citrus': 0.540253, 'green': 0.517844, 'fresh': 0.474874, 'tropical': 0.473271, 'earthy': 0.457605}",4.11,"1,312","{'winter': 0.221071, 'spring': 0.986183, 'summer': 0.941278, 'fall': 0.582038}","{'day': 1.0, 'night': 0.564767}","{'female': 6, 'more female': 2, 'unisex': 48, 'more male': 139, 'male': 212}","{'way overpriced': 118, 'overpriced': 143, 'ok': 94, 'good value': 22, 'great value': 10}","{'topnotes': ['Pineapple', 'Juniper Berries', 'Bergamot'], 'midnotes': ['Currant buds'], 'bottomnotes': ['Cedar', 'Vetiver']}"
La African Drummer,Lattafa Perfumes,"{'musky': 1.0, 'white floral': 0.908697, 'sweet': 0.8934770000000001, 'yellow floral': 0.8533620000000001, 'coconut': 0.7150190000000001, 'powdery': 0.638936, 'citrus': 0.6251019999999999, 'vanilla': 0.604349, 'amber': 0.590515, 'woody': 0.54348}",3.78,172,"{'winter': 0.313253, 'spring': 0.8554219999999999, 'summer': 0.9518070000000001, 'fall': 0.506024}","{'day': 1.0, 'night': 0.46988}","{'female': 68, 'more female': 24, 'unisex': 20, 'more male': 0, 'male': 1}","{'way overpriced': 2, 'overpriced': 0, 'ok': 30, 'good value': 39, 'great value': 39}","{'topnotes': ['Bergamot', 'Coconut'], 'midnotes': ['Jasmine', 'Ylang-Ylang', 'Orange Blossom'], 'bottomnotes': ['Vanilla', 'Musk', 'Ambroxan']}"
Amber Oud Dubai Night,Al Haramain Perfumes,"{'amber': 1.0, 'oud': 0.793183, 'warm spicy': 0.792384, 'rose': 0.7796569999999999, 'vanilla': 0.7454519999999999, 'aromatic': 0.742273, 'citrus': 0.6323409999999999, 'musky': 0.618179, 'sweet': 0.58636, 'fresh spicy': 0.5831810000000001}",4.59,186,"{'winter': 1.0, 'spring': 0.707692, 'summer': 0.32307699999999995, 'fall': 0.9230769999999999}","{'day': 0.5, 'night': 0.9461539999999999}","{'female': 2, 'more female': 2, 'unisex': 47, 'more male': 53, 'male': 48}","{'way overpriced': 4, 'overpriced': 6, 'ok': 53, 'good value': 68, 'great value': 18}","{'topnotes': ['Saffron', 'Bergamot', 'elemi'], 'midnotes': ['Agarwood', 'Lily of the Valley', 'Bulgarian Rose'], 'bottomnotes': ['White Musk', 'Tonka Bean', 'Oakmoss', 'Amber']}"
Ajwaa,Lattafa Perfumes,"{'amber': 1.0, 'sweet': 0.904452, 'balsamic': 0.744512, 'warm spicy': 0.623518, 'soft spicy': 0.617806, 'aromatic': 0.610015, 'citrus': 0.525372, 'fruity': 0.481753, 'smoky': 0.457864}",4.08,143,"{'winter': 1.0, 'spring': 0.381579, 'summer': 0.25, 'fall': 0.947368}","{'day': 0.539474, 'night': 0.8157890000000001}","{'female': 11, 'more female': 5, 'unisex': 75, 'more male': 13, 'male': 9}","{'way overpriced': 4, 'overpriced': 4, 'ok': 15, 'good value': 39, 'great value': 36}","{'topnotes': ['Lemon', 'Dates', 'Bergamot', 'elemi'], 'midnotes': ['Licorice', 'Myrrh'], 'bottomnotes': ['Benzoin', 'Incense']}"
Chinatown,Bond No 9,"{'white floral': 1.0, 'woody': 0.9206799999999999, 'warm spicy': 0.842684, 'floral': 0.79362, 'tuberose': 0.679237, 'vanilla': 0.629658, 'powdery': 0.573848, 'aromatic': 0.534493, 'animalic': 0.493094, 'fresh': 0.47459}",4.03,"2,484","{'winter': 0.826235, 'spring': 0.69506, 'summer': 0.332198, 'fall': 0.919932}","{'day': 1.0, 'night': 0.7768309999999999}","{'female': 155, 'more female': 92, 'unisex': 65, 'more male': 4, 'male': 1}","{'way overpriced': 90, 'overpriced': 92, 'ok': 67, 'good value': 13, 'great value': 4}","{'topnotes': ['Bergamot', 'Peach Blossom'], 'midnotes': ['Orange Blossom', 'Tuberose', 'Gardenia', 'Peony'], 'bottomnotes': ['Guaiac Wood', 'Vanilla', 'Cardamom', 'Virginia Cedar', 'Sandalwood', 'Patchouli']}"
Opulent Oud,Lattafa Perfumes,"{'oud': 1.0, 'warm spicy': 0.739302, 'amber': 0.711629, 'rose': 0.546511, 'metallic': 0.506977, 'leather': 0.465581}",4.06,"1,053","{'winter': 1.0, 'spring': 0.282123, 'summer': 0.131285, 'fall': 0.856145}","{'day': 0.382682, 'night': 0.8351959999999999}","{'female': 31, 'more female': 55, 'unisex': 424, 'more male': 229, 'male': 185}","{'way overpriced': 20, 'overpriced': 6, 'ok': 43, 'good value': 199, 'great value': 609}","{'topnotes': ['Saffron', 'Cinnamon'], 'midnotes': ['Rose', 'Agarwood (Oud)'], 'bottomnotes': ['Cedarwood', 'Agarwood (Oud)', 'Amber']}"
Al Qiam Gold,Lattafa Perfumes,"{'leather': 1.0, 'warm spicy': 0.853203, 'oud': 0.812819, 'amber': 0.748715, 'woody': 0.721792, 'fruity': 0.710255, 'animalic': 0.621794, 'sweet': 0.587179, 'patchouli': 0.556407, 'smoky': 0.5064110000000001}",4.07,189,"{'winter': 1.0, 'spring': 0.281481, 'summer': 0.12592599999999998, 'fall': 0.785185}","{'day': 0.207407, 'night': 0.8666670000000001}","{'female': 4, 'more female': 1, 'unisex': 25, 'more male': 36, 'male': 88}","{'way overpriced': 5, 'overpriced': 0, 'ok': 34, 'good value': 59, 'great value': 48}","{'topnotes': ['Raspberry', 'Saffron'], 'midnotes': ['Leather', 'Patchouli'], 'bottomnotes': ['Benzoin', 'Oud', 'Guaiac Wood', 'Amber', 'Vetiver']}"
Black Panther,Alexandria Fragrances,"{'citrus': 1.0, 'amber': 0.7605270000000001, 'woody': 0.659211, 'musky': 0.5763159999999999, 'fresh spicy': 0.51}",4.52,397,"{'winter': 0.17293199999999997, 'spring': 0.906015, 'summer': 1.0, 'fall': 0.5075189999999999}","{'day': 0.864662, 'night': 0.45488700000000004}","{'female': 1, 'more female': 2, 'unisex': 59, 'more male': 153, 'male': 88}","{'way overpriced': 7, 'overpriced': 11, 'ok': 63, 'good value': 154, 'great value': 56}","{'topnotes': ['Grapefruit', 'Woodsy Notes', 'Ambroxan'], 'midnotes': [], 'bottomnotes': []}"
Art of Arabia I,Lattafa Perfumes,"{'green': 1.0, 'fresh spicy': 0.890431, 'citrus': 0.863506, 'aromatic': 0.816233, 'amber': 0.6694100000000001, 'warm spicy': 0.644991, 'fresh': 0.512254, 'musky': 0.465295, 'lavender': 0.456531}",4.39,323,"{'winter': 0.09090909999999999, 'spring': 0.897233, 'summer': 1.0, 'fall': 0.300395}","{'day': 0.87747, 'night': 0.256917}","{'female': 7, 'more female': 3, 'unisex': 46, 'more male': 135, 'male': 58}","{'way overpriced': 13, 'overpriced': 13, 'ok': 44, 'good value': 114, 'great value': 64}","{'topnotes': ['Bergamot', 'Mint'], 'midnotes': ['Black Tea', 'Ginger', 'Lavender'], 'bottomnotes': ['Ambroxan', 'Frankincense', 'Cinnamon']}"
Azzure Oud,French Avenue,"{'fruity': 1.0, 'sweet': 0.793374, 'oud': 0.7891549999999999, 'leather': 0.7587949999999999, 'tropical': 0.683733, 'amber': 0.6542180000000001, 'woody': 0.623853, 'warm spicy': 0.536146, 'animalic': 0.531081, 'fresh': 0.519277}",4.18,246,"{'winter': 1.0, 'spring': 0.491713, 'summer': 0.143646, 'fall': 0.8121550000000001}","{'day': 0.45303899999999997, 'night': 0.81768}","{'female': 8, 'more female': 3, 'unisex': 58, 'more male': 76, 'male': 75}","{'way overpriced': 5, 'overpriced': 4, 'ok': 29, 'good value': 71, 'great value': 97}","{'topnotes': ['Fruity Notes', 'Passionfruit', 'Rose', 'Saffron'], 'midnotes': ['Benzoin', 'Oud', 'Patchouli'], 'bottomnotes': ['Labdanum', 'Guaiac Wood', 'Leather', 'Vanilla', 'Cedarwood', 'Sandalwood', 'Amber']}"
Qaa'ed Al Shabaab,Lattafa Perfumes,"{'leather': 1.0, 'oud': 0.790656, 'animalic': 0.7121500000000001, 'woody': 0.6787829999999999, 'floral': 0.646403, 'yellow floral': 0.619906, 'amber': 0.610749, 'fruity': 0.582618, 'smoky': 0.51, 'sweet': 0.44229}",4.17,511,"{'winter': 1.0, 'spring': 0.34185299999999996, 'summer': 0.13099, 'fall': 0.932907}","{'day': 0.463259, 'night': 0.86901}","{'female': 5, 'more female': 0, 'unisex': 50, 'more male': 66, 'male': 315}","{'way overpriced': 9, 'overpriced': 2, 'ok': 22, 'good value': 104, 'great value': 289}","{'topnotes': ['Ylang-Ylang', 'Osmanthus'], 'midnotes': ['Leather', 'Cedar'], 'bottomnotes': ['Agarwood (Oud)', 'Light Amber']}"
Al Awsaaf,Lattafa Perfumes,"{'warm spicy': 1.0, 'amber': 0.9662890000000001, 'aromatic': 0.8988679999999999, 'woody': 0.854247, 'balsamic': 0.829461, 'sweet': 0.7203959999999999, 'patchouli': 0.6569379999999999, 'vanilla': 0.6331450000000001, 'powdery': 0.569686, 'musky': 0.561753}",4.34,174,"{'winter': 1.0, 'spring': 0.466019, 'summer': 0.126214, 'fall': 0.951456}","{'day': 0.669903, 'night': 0.883495}","{'female': 1, 'more female': 4, 'unisex': 51, 'more male': 56, 'male': 18}","{'way overpriced': 0, 'overpriced': 0, 'ok': 6, 'good value': 23, 'great value': 89}","{'topnotes': ['Violet', 'Pink Pepper', 'elemi'], 'midnotes': ['Myrrh', 'Tonka Bean', 'Cedar', 'Spices'], 'bottomnotes': ['Cedar', 'Musk', 'Agarwood', 'Oakmoss', 'Patchouli']}"
Amber Oud Carbon Edition,Al Haramain Perfumes,"{'aromatic': 1.0, 'fresh spicy': 0.6911579999999999, 'woody': 0.564899, 'marine': 0.547571, 'citrus': 0.504244, 'lavender': 0.491867, 'herbal': 0.48660600000000004, 'amber': 0.45472999999999997}",4.18,224,"{'winter': 0.194805, 'spring': 1.0, 'summer': 0.941558, 'fall': 0.584416}","{'day': 0.8701300000000001, 'night': 0.324675}","{'female': 6, 'more female': 0, 'unisex': 17, 'more male': 48, 'male': 102}","{'way overpriced': 7, 'overpriced': 15, 'ok': 43, 'good value': 71, 'great value': 27}","{'topnotes': ['Lavender', 'Rosemary', 'Bergamot'], 'midnotes': ['Sage', 'Geranium', 'Sea Notes'], 'bottomnotes': ['Vetiver', 'Cedar', 'Moss', 'Amber']}"
Haramain Detour Eco,Al Haramain Perfumes,"{'aromatic': 1.0, 'oud': 0.826015, 'lavender': 0.785552, 'fresh spicy': 0.763294, 'citrus': 0.724858, 'woody': 0.6661860000000001, 'sweet': 0.647976, 'warm spicy': 0.643933, 'soft spicy': 0.530636, 'metallic': 0.502313}",4.54,202,"{'winter': 1.0, 'spring': 0.6622520000000001, 'summer': 0.139073, 'fall': 0.9403969999999999}","{'day': 0.5761590000000001, 'night': 0.900662}","{'female': 7, 'more female': 2, 'unisex': 18, 'more male': 47, 'male': 91}","{'way overpriced': 4, 'overpriced': 1, 'ok': 7, 'good value': 41, 'great value': 107}","{'topnotes': ['Clary Sage', 'Lavender', 'Bergamot'], 'midnotes': ['Praline', 'Saffron'], 'bottomnotes': ['Agarwood', 'Cedar']}"
L'Aventure Intense,Al Haramain Perfumes,"{'citrus': 1.0, 'woody': 0.6450119999999999, 'aromatic': 0.634837, 'fresh spicy': 0.51576, 'musky': 0.467926}",4.29,328,"{'winter': 0.40367, 'spring': 0.9816509999999999, 'summer': 1.0, 'fall': 0.788991}","{'day': 0.9541280000000001, 'night': 0.706422}","{'female': 11, 'more female': 1, 'unisex': 16, 'more male': 63, 'male': 200}","{'way overpriced': 8, 'overpriced': 12, 'ok': 49, 'good value': 117, 'great value': 95}","{'topnotes': ['Lemon', 'Bergamot', 'elemi'], 'midnotes': ['Woody Notes', 'Jasmine', 'Lily-of-the-Valley'], 'bottomnotes': ['Musk', 'Amber', 'Patchouli']}"
Ana Abiyedh Leather ,Lattafa Perfumes,"{'leather': 1.0, 'aromatic': 0.8800920000000001, 'animalic': 0.704765, 'warm spicy': 0.700553, 'fresh spicy': 0.631203, 'woody': 0.583241, 'powdery': 0.558933, 'musky': 0.557312, 'iris': 0.5333330000000001, 'smoky': 0.51}",3.71,343,"{'winter': 0.946429, 'spring': 0.732143, 'summer': 0.297619, 'fall': 1.0}","{'day': 0.714286, 'night': 0.761905}","{'female': 3, 'more female': 4, 'unisex': 88, 'more male': 71, 'male': 95}","{'way overpriced': 2, 'overpriced': 2, 'ok': 18, 'good value': 63, 'great value': 152}","{'topnotes': ['Raspberry', 'Juniper Berries', 'Cardamom', 'Pink Pepper'], 'midnotes': ['Iris', 'Rose', 'Ginger'], 'bottomnotes': ['Leather', 'White Musk', 'Amber']}"
Ra'ed Silver,Lattafa Perfumes,"{'warm spicy': 1.0, 'citrus': 0.97088, 'vanilla': 0.649416, 'amber': 0.616803, 'cinnamon': 0.537602, 'powdery': 0.521298, 'animalic': 0.514311, 'fresh': 0.51198, 'leather': 0.50965, 'musky': 0.477037}",4.22,404,"{'winter': 0.8221339999999999, 'spring': 0.972332, 'summer': 0.7549410000000001, 'fall': 1.0}","{'day': 0.940711, 'night': 0.83004}","{'female': 10, 'more female': 4, 'unisex': 120, 'more male': 139, 'male': 71}","{'way overpriced': 9, 'overpriced': 5, 'ok': 24, 'good value': 80, 'great value': 220}","{'topnotes': ['Spices', 'Mandarin Orange', 'Citruses'], 'midnotes': ['Saffron', 'Cloves', 'Cinnamon', 'Amber'], 'bottomnotes': ['Ambergris', 'Leather', 'Musk', 'Vanilla', 'Agarwood (Oud)']}"
Awaan,Lattafa Perfumes,"{'citrus': 1.0, 'white floral': 0.9371269999999999, 'woody': 0.690658, 'musky': 0.6772450000000001, 'powdery': 0.631139, 'sweet': 0.5238309999999999, 'patchouli': 0.5179659999999999, 'warm spicy': 0.502873, 'fresh spicy': 0.48107999999999995}",3.98,201,"{'winter': 0.538462, 'spring': 1.0, 'summer': 0.605769, 'fall': 0.894231}","{'day': 0.903846, 'night': 0.653846}","{'female': 45, 'more female': 40, 'unisex': 49, 'more male': 4, 'male': 4}","{'way overpriced': 5, 'overpriced': 3, 'ok': 20, 'good value': 57, 'great value': 44}","{'topnotes': ['Bergamot', 'Orange'], 'midnotes': ['Jasmine', 'Orange Blossom'], 'bottomnotes': ['Musk', 'Sandalwood', 'Patchouli']}"
